user,median_timestamp_diff,std_timestamp_diff,n_entries
259,18.0,50.82665187831462,154
260,17.0,28.046391658573242,354
261,18.0,21.046296015302048,106
262,10.0,17.37511722860843,92
263,18.0,222583.95560957963,480
264,18.0,32.51218531019382,98
265,17.0,25.292079711376324,50
266,27.5,1442152.4899075592,131
267,13.5,481.77705067100743,261
268,28.0,80711.5601875717,30
269,19.0,2510044.316247216,126
270,18.0,1207564.3794736462,312
271,18.0,21.898236173820745,482
272,19.0,49.42982099041905,187
273,18.0,31.73940731013613,148
274,18.0,28.532133544971696,89
277,18.0,19.73421661266992,198
278,18.0,4132136.9353956725,47
279,18.0,21.01991281366023,50
280,18.0,13.16302421982009,111
283,15.0,4827.0939813072855,471
284,18.0,4124740.63971467,139
285,42.0,3704.7275191206304,43
286,18.0,17.377771091384968,103
287,18.0,48.154997680956164,56
288,18.0,93.19864800651388,74
289,18.0,21.074273415707598,33
290,21.0,36.66800905356278,102
291,19.0,197.66270355077103,41
292,25.5,945297.2835616127,317
293,19.0,50.90335000436284,49
294,18.0,27.787739678755695,191
295,18.0,28.950628471397458,97
296,18.0,47.2309474465018,89
298,19.0,1327705.045544179,104
299,18.0,16.86675714973625,249
300,18.0,2875.052742675561,357
301,18.0,1132412.6858648781,788
302,18.5,343623.0180913647,209
304,18.0,14.842211956200945,157
305,21.0,1704460.7850931059,193
306,18.0,14.460618587816686,182
307,18.0,801115.540520746,557
308,19.5,66232.16253723596,123
309,16.0,2383780.385514239,223
311,21.5,87.81940064759061,57
313,14.0,1947519.3984014736,293
315,18.0,70.86087550464866,77
318,10.5,1007595.1071968627,721
320,10.0,251446.71475326657,222
321,23.0,258402.5387106554,40
322,18.0,36992.70842763331,118
323,18.0,42.67249960129149,76
324,27.0,123.62568081477286,43
325,18.0,149067.89449969144,379
326,18.0,5491.666474748605,236
327,18.0,24.126480749735844,62
328,18.0,972195.4965712321,764
329,16.0,744182.0403706376,76
330,18.0,415677.98217966896,584
331,18.5,2854428.4450639863,67
332,18.0,1325522.5955180172,227
333,25.5,110.15762822226863,61
334,18.0,31.594259488624672,148
335,18.0,109111.82091164445,107
336,18.0,57.98615068765151,198
337,23.0,1060248.7876287554,362
338,18.0,34.35256541720872,124
339,15.0,31.128541763536248,108
341,15.0,19.329599889111837,123
342,119.5,687973.8705454275,297
343,18.0,31.364620623244363,90
345,13.0,18.632119510966866,283
346,24.0,29.571458500569353,99
347,18.0,28.961295852981618,100
348,69.0,460519.0222648026,268
349,18.0,30.569483529415873,64
350,13.5,2906601.189740875,103
351,18.0,43.24239355627675,870
353,18.0,75.96529313951768,58
354,13.0,997864.6759310602,419
356,22.0,70.75680239129966,58
357,18.0,24.49517277724382,72
358,18.0,34.76497853643647,49
359,25.0,93.96439183523736,67
361,18.0,426093.41202735563,55
362,18.0,14.303084677527329,43
364,17.0,13746.98892799743,47
365,29.5,133594.59139567718,259
367,18.0,395937.6520609823,320
368,14.5,82.36845634954058,87
369,18.0,44296.31139646901,60
370,14.0,772.2151785634045,78
371,13.0,251945.8293711636,168
373,16.0,141.5665878947102,52
374,6.5,496100.7801447286,51
375,18.0,459124.2820996291,117
376,18.0,24.172407718813492,136
377,18.0,19.89029816817326,39
378,18.0,115.08018390513287,64
379,18.0,23886.00186103183,138
380,18.0,30.94659983782534,35
381,24.0,600891.2115638589,56
384,10.5,23028.864833144602,137
385,18.0,75.5719723214339,260
386,22.0,292021.2760148581,68
387,18.0,206.9506689281237,59
388,18.0,17.474562641341638,73
389,18.0,422.9659032407726,214
390,18.0,519358.1858152786,81
391,13.0,385958.3983440074,487
392,14.0,78.43630349612503,74
393,18.0,37.0831691162173,38
395,9.0,397.5624580596235,173
396,18.0,23.388247070058522,34
397,10.0,4551322.301552003,225
398,19.0,37.53336358353539,32
399,13.0,85.59489775696319,40
400,19.0,32.544817108008026,78
401,18.0,497721.6237501804,284
402,16.0,2059608.1270336718,280
403,14.0,1007426.8236838467,50
404,45.5,1640912.3980479566,49
405,48.5,22266.172066561,147
406,18.0,19.625420453882647,32
407,18.0,3396051.6927900347,156
408,10.0,30.429965868730385,297
409,18.0,37.43807592660009,96
410,17.0,1103372.2320460828,635
411,34.0,564289.6264806641,476
412,12.0,21.839309403809423,99
413,18.0,42.20137810280027,57
414,13.5,55398.31819867352,271
415,18.0,551.721343867741,62
417,10.0,29.31304146621432,51
418,11.0,6601633.481772733,108
419,18.0,863192.9575149763,64
421,18.0,6708746.702856267,47
422,18.0,35.44171827530192,64
423,33.0,428624.06788993115,1226
424,12.0,43798.35539987048,189
425,18.0,19957.627650257225,239
427,16.0,30.79027145587597,50
428,18.0,87.70662626925852,346
429,18.0,23.11370797509479,63
430,18.0,99258.52866310017,84
431,18.0,20.4095225596071,73
432,15.0,39.90733711431465,46
433,18.0,64.2572247276928,43
434,14.0,67.88684082470382,132
435,18.0,20.21530544859922,133
436,18.0,4463.0220964898035,52
437,11.0,847873.9114436391,602
438,14.0,919017.8472737469,92
440,16.5,30.267435881789243,47
441,17.0,1312117.1182484364,423
442,16.0,44531.75395761749,34
443,21.0,58.53522626411722,120
444,18.0,28.725018238852467,286
445,33.5,71.91601768729969,51
446,18.0,47.49355869256325,37
448,18.0,22.512936829092318,54
449,14.5,20.641550329372066,51
450,18.0,12461.771872679572,209
451,13.0,26.17842967138093,132
452,17.0,709222.6848176392,394
453,20.0,2823429.0953668994,266
455,18.0,5359.056794728488,157
456,26.5,7389.727816250931,237
457,18.0,22.356940006179496,43
458,18.0,433.9099874527414,32
459,24.5,37.35580341994184,47
460,18.0,14.68274777324165,512
461,27.0,1106181.13904336,177
462,13.5,20.761309704601075,123
463,11.0,16.949533742894197,82
464,34.0,74.56182185125157,37
465,18.0,14.896299192061985,199
466,21.5,56.48128536856976,69
468,19.0,23.369753941912947,49
469,18.0,37.385768690792894,68
470,18.0,127.00924085795336,105
471,18.0,27.992287898958562,45
472,13.0,159806.8353189717,49
473,16.0,3258.8316393110886,318
474,18.0,30.70891420408133,247
475,18.0,29.623755778697465,431
476,18.0,17.75814079868302,211
477,17.0,106235.89376773339,46
478,13.5,27.400904114897376,93
479,17.0,989232.7095113639,107
480,20.0,11471.536057185147,198
481,11.0,672082.8851066687,825
483,23.0,29.48962868846698,34
484,26.0,86.63098273378574,45
485,14.0,66.91812916602147,39
486,68.0,5021704.631291666,50
489,20.0,41.607726549130966,77
491,18.0,44.285353197240845,32
492,18.0,60.83109473031605,158
493,16.0,26.790429617935832,191
494,31.0,65.10457536017385,44
495,42.5,1882523.7041090163,119
497,18.0,74965.79482461767,172
498,19.0,103.15720794033693,199
499,15.0,685919.8935776902,101
500,18.0,22.647339231979057,67
503,18.0,17343.657105193062,108
504,18.0,85.0044863299239,115
505,18.0,19.6456103573377,90
506,18.0,440608.19935438305,42
507,18.0,143.41971711549016,149
508,18.0,3194.4183568654125,723
509,18.0,94.87104731419538,99
511,18.0,56.08681404640973,37
512,21.0,517.3739065391043,156
513,18.0,753675.860727032,79
514,18.0,20.90231458811726,162
515,18.0,93484.27163558228,294
516,17.0,25.624243857687528,166
517,14.0,3297626.2693658536,253
518,22.0,467183.32895439136,45
519,16.0,214415.20546098775,314
520,18.0,73.10895550478067,41
521,18.0,20.48264961026626,58
522,18.0,21.89056921855099,100
523,18.0,20.45796934672526,1016
524,18.0,122197.98453262489,40
525,18.0,24.58773025141991,58
527,13.0,756368.6411234699,580
528,18.0,429993.04705562664,122
529,18.0,28.747986808855504,105
530,18.0,791121.5736729413,867
531,18.0,14.575571306523964,43
532,12.0,3725.43608110142,591
533,18.0,654.0566930532834,103
535,18.0,26.323390811699426,210
536,18.0,29.52528724474831,98
537,32.0,73.614094149161,48
538,18.0,944.8693878065819,132
539,11.0,21.672965914326205,39
540,18.0,21.177827507299924,190
541,18.0,37.01063307367537,34
542,18.0,8070.246253455489,671
543,18.0,621.1883324524053,81
545,18.0,33.05679623747398,220
546,11.0,34.43988360504372,78
547,18.0,6481.161870352754,118
548,18.0,856821.7784668583,1152
549,18.0,2848.4346312065663,967
550,1.0,20.268023028316613,228
551,18.0,48.41554497947661,97
552,26.0,167.45560213025797,64
553,18.0,43.364274667752916,43
554,20.0,36.74002003695097,38
555,18.0,276.0794985277214,232
556,18.0,21.62273406628027,58
557,18.0,4677.966376763348,291
559,18.0,67.31869112147056,137
560,25.0,74.57872980130134,36
561,18.0,47.30838544416131,37
562,18.0,91.04964640041624,346
563,18.0,45.58967162746816,50
565,18.0,50215.71765108447,534
566,18.0,46.803721810582076,72
568,7.5,21230.86430439426,125
569,18.0,23.183573439404924,237
570,18.0,17.528823214403396,146
572,18.0,21.96892053305658,36
574,18.0,29832.191008119986,163
575,18.0,10844.384092558636,57
576,18.0,21.414507206785995,158
578,13.0,36.381731769864864,69
579,18.0,31.578473680657844,46
580,31.0,83.73401484576645,48
581,18.0,586065.2981399432,78
582,13.0,938028.558559439,174
583,18.0,2692262.586991516,38
584,10.0,1235.5687591702879,148
585,18.0,129.30521014345172,35
586,21.0,558469.8643612652,385
587,17.0,620913.9741074936,453
589,18.0,37.29391070860269,166
590,15.0,28.529277311520392,242
592,18.0,2162149.436715454,106
593,18.0,28.826929567512707,159
594,15.0,736273.7368987941,100
595,18.0,25.79994420074298,42
596,18.0,1618.5300945894817,57
597,18.0,798.5284832084901,38
600,17.0,37.73453271149376,373
601,18.0,18.419186626617346,154
602,18.0,24.57653847669273,63
603,18.0,29.064503758831442,287
604,21.0,44.78187159438139,122
605,25.5,4002.720269840718,33
607,17.0,777017.6221550285,170
608,14.0,3469306.7899797424,52
609,18.0,86.01653571261748,126
610,41.0,1165963.988322661,132
611,18.0,143.21646356210348,50
612,18.0,27.835907249922784,106
613,18.0,31.581614309698463,54
614,23.0,17686.539691225003,94
615,18.0,22.989945364992575,44
617,18.0,14.783702216957343,45
619,18.0,13.394838389954293,179
620,18.0,28.00730309138347,240
621,19.0,29.469112158810816,57
622,20.0,1243178.541311974,172
623,32.0,738883.4687349448,372
624,19.5,53.621299887758155,45
625,16.0,1711888.7725962687,72
626,18.0,46.49274612504255,32
627,18.0,64.24574958601761,52
628,18.0,33.541786207731555,237
629,14.0,39056.70733527131,118
630,18.0,20.782674076614768,312
631,18.0,31.77555586316663,34
632,40.0,4462580.174109939,43
633,11.5,8499.698406738302,67
634,18.0,253459.4542779245,177
635,18.0,25.84059733419944,86
636,15.0,19.815882372620273,377
637,18.0,55.151200762733225,114
638,24.0,304457.11150202085,400
640,15.5,2926816.7840098743,121
642,18.0,26.508121949707544,70
643,18.0,1655.5605130228698,108
644,18.0,19.800601462585714,44
645,18.0,3957.683177592653,254
646,18.0,16.511191713375545,231
647,14.0,2285330.531685399,177
648,53.5,862267.8992745723,71
649,18.0,1020244.8476671,38
650,18.0,12195.026078493469,478
651,18.0,26.469456567800883,132
653,18.0,21.19334923386538,185
654,13.0,180.2132408851076,412
655,18.0,3057.147429078052,177
656,18.0,314366.88032894273,59
657,13.0,15.501829271897146,93
658,18.0,35.37085974424736,110
659,25.0,57558.40989054117,703
660,18.0,2284.4551396116226,71
661,18.0,104.36348480887006,127
662,18.0,517.5963647027577,112
663,16.0,27348.303165367106,158
665,15.5,27.275188176111484,103
666,18.0,1995298.5786114812,171
667,20.0,57.66570798621153,36
668,18.0,47.80550051931281,419
669,18.0,38.39687368917405,90
670,24.5,531704.1740625098,135
671,18.0,53.720483608845534,47
672,18.0,16281.230797498203,403
673,18.0,8346.94248083903,79
674,18.0,45.34488106879724,42
675,16.0,62559.489055724734,390
676,18.0,25.065178395780524,205
677,18.0,584715.7277834472,999
678,12.0,22.85809053710723,82
679,6.5,27.297667112004007,35
680,18.0,22.68754320124593,38
681,18.0,34.80327946479682,75
683,36.0,56.76342303193502,38
684,18.0,24.641450374294788,140
686,18.0,5029.028741326543,316
687,18.0,7568.937045583085,36
688,18.0,21.777527242656213,135
689,14.0,24.97092219889591,180
690,28.5,2452018.131965162,103
691,18.0,690625.1863279761,631
692,18.0,250021.73877374493,70
693,25.0,30.992798892145377,40
694,11.0,2995.7093284994667,191
695,18.0,1941373.0552988912,401
696,18.0,48.54023884037388,125
697,18.0,2407646.8192708194,270
698,13.0,418856.5841047174,674
699,18.0,24.778267474176882,32
700,24.0,390855.5982731121,82
701,18.0,364.13708221420694,479
703,18.0,88.1503751950365,74
704,18.0,36.371063533695455,132
705,18.0,53.58839385123943,151
706,28.0,759502.1215260462,52
708,18.0,36.52772027409453,82
709,23.0,408722.1525352748,885
710,18.0,324147.77491342305,143
711,18.0,18176.882465452243,282
712,7.0,27.629929283307035,242
713,15.0,63083.281305404,422
714,18.0,401751.5175346852,98
715,18.0,239416.10211695457,392
716,18.0,46.522594516578884,39
717,18.0,3499.0609052289997,169
719,18.0,30.248858517097734,233
720,18.0,305087.56888013304,666
721,15.0,39.91507187721153,55
723,18.0,37.03345325637409,157
724,18.0,134523.14987026338,81
725,18.0,84.0461687862946,73
726,32.5,1526898.5319931353,249
727,18.0,21.368049862883186,167
728,18.0,40.95677719373807,146
729,18.0,163.87929761379422,53
730,18.0,695.0685372397409,642
731,18.0,521.1662246505188,175
732,18.0,29.489356995041028,117
733,18.0,58.093898367922236,44
734,13.0,83739.23396376477,393
735,20.0,6490048.076484485,114
736,48.0,1923933.3284458965,217
737,8.0,131593.97434515058,33
738,19.5,153266.76103600918,127
739,18.0,48.314004755925126,37
740,18.0,15.416982353085391,77
741,18.0,30.590772463355982,42
742,18.0,2647147.505321801,149
743,18.0,26.32967923780163,297
745,18.0,222384.34760137874,424
746,12.0,43.78162154392649,32
747,17.0,48.897557134789466,81
748,17.0,688927.0778956236,459
749,18.0,57347.72570405995,56
751,22.0,602303.939657233,1024
752,34.0,2515275.861768091,218
753,18.0,222925.17568689736,157
754,14.0,1994556.2809848343,126
755,18.0,38.70154633320631,35
756,14.0,3332.30941019465,465
758,18.0,38.7473327375038,97
759,21.0,61940.97471653938,64
761,21.0,31.57224910550794,46
763,26.5,46.04637717651309,139
764,18.0,7795.251843060187,402
765,18.0,183.5776531223175,47
766,17.0,3558265.2907237727,170
767,131.0,148747.62171178006,48
768,18.0,21.582289613871907,67
769,18.0,219278.32810316628,759
771,18.0,33.147586058008166,98
772,18.0,25098.969001407084,49
773,16.0,447161.8672862211,224
775,18.0,16093.509221982848,103
776,1.0,139165.33788705769,502
777,18.0,14.090202205841251,163
778,18.0,26.846629434556185,48
779,18.0,4407.168358483291,512
780,18.0,54.341887741614386,234
782,18.0,798664.0100313313,119
783,21.0,60.775663976199546,30
784,18.0,44.46745708075767,106
785,18.0,19.983402322084324,63
786,16.0,691311.445423013,117
787,13.0,19.67361292098865,196
788,18.0,37.296282605833774,115
790,17.0,1549168.321849898,328
791,18.0,27.71589865761409,87
792,16.0,25.208244883522788,150
793,18.0,26.03564624286185,43
794,21.5,1996351.979918971,149
795,18.0,84886.02081681839,460
796,18.0,24.768445796983233,83
797,18.0,57.090409110246576,327
798,18.0,32.96504633818821,40
799,13.0,46.23149544666833,266
800,16.0,3924.6170230054204,285
801,18.0,32.13491032387332,506
802,18.0,27.83844202333911,52
803,31.0,277.70975779173125,44
804,18.0,42.31867409866637,73
805,18.0,4612.407768452958,66
806,23.5,30.127317727230547,33
807,18.0,2229.0590960597906,275
808,15.0,56.86145745555948,94
809,18.0,35.03150581976173,126
810,18.0,42251.501063106545,65
811,18.0,48.39857612818127,92
812,18.0,31.177787088141756,67
813,18.0,14.333349153606203,36
815,19.5,5670.2618074342445,195
816,18.0,21.24673596698123,398
817,18.0,15.491080143548443,171
818,18.0,21.337336137955987,62
819,18.0,22.232539105546383,104
821,24.0,1092047.2349455163,292
822,18.0,150557.52203211238,121
823,14.0,7011.825213564516,308
824,18.0,18028.500825148483,42
825,18.0,86.23820314489919,35
827,16.0,36.99532570941838,115
828,16.0,2340686.980207891,138
829,18.0,28.446803372946185,174
830,18.0,34.13433377622799,57
831,18.0,13.169328365674339,172
833,18.0,58.078061473243025,50
835,18.0,34.631665234652175,70
836,18.0,68.21174162489717,69
837,18.0,800277.7086603692,176
838,19.0,1250448.757041311,774
839,17.0,1569407.1782914223,251
841,6.5,1447.841502179054,37
842,18.0,975.7099898965882,126
843,15.0,238.60371155039977,84
844,18.0,42.758551579532565,52
845,16.5,1489663.455861232,253
846,18.0,40.00476322083089,62
847,18.0,1513943.7171570521,56
848,18.0,19.37063402536401,117
849,18.0,115.29939728886764,554
850,16.0,29.85864177903759,76
851,15.0,76.49362433445037,34
852,18.0,17.108982427083788,110
853,18.0,164.35899692624352,506
854,15.0,34750.29503355592,630
855,41.0,3501417.7456965744,53
856,20.0,88.29852841198853,70
857,18.0,20.638084142254876,190
858,18.0,36.249355233543746,153
859,18.0,38.90042811531805,42
860,18.0,29.454338961186043,80
861,18.0,1153863.203794524,116
862,18.0,30.173742168880317,62
863,23.0,144609.3018652409,138
864,18.0,26.844829190244823,42
865,24.0,36.297928203090805,36
866,16.0,37.49220939446659,44
867,18.0,34.25174279634965,75
868,18.0,826351.9225005489,842
869,24.0,36.302200978981524,36
870,18.0,45.27043956504839,43
871,17.5,3928844.5530898124,107
872,25.0,7709.034082925491,172
874,19.0,295.72945799158185,84
875,18.0,82.35011127160838,111
876,18.0,19.118927744338965,633
877,18.0,337100.29858887196,49
878,61.0,358983.32723696186,40
879,18.0,18.556737134388477,115
880,18.0,1266082.6292376595,914
881,18.0,56.231232532846455,79
882,16.0,78187.80343307898,36
883,34.5,2995459.0169572057,99
884,18.0,34.18181641522569,64
885,18.0,43.061354795414985,35
886,39.0,1684.2983948789151,96
887,30.0,1403.0781839935828,72
888,18.0,2434.71642786031,1518
889,49.0,1043769.6372620695,228
890,18.0,25.010029641400767,223
891,18.0,43.4712997581507,34
892,18.0,28.090631513430438,110
893,34.0,124741.80953077429,70
894,18.0,28.750155279083774,64
895,21.0,84.45903024766154,64
896,16.0,830060.3258256715,203
898,18.0,234127.1090794555,323
900,29.5,104.4927058982468,33
902,18.0,45.63180867382764,74
903,18.0,181764.83012997464,246
904,18.0,28.24519874866379,123
907,24.5,35.81698826254723,39
908,18.0,28851.762839517363,71
909,27.0,478006.62355505466,163
910,27.0,816853.3743331496,525
911,23.5,2342.438583038224,43
912,87.5,7531126.016648466,45
913,22.0,218973.37399385837,61
914,18.0,29.906047237728394,95
915,18.0,35.882103857342045,55
917,17.0,253064.58900688874,144
918,18.0,26.221881823975423,326
919,32.0,1297.156820967233,78
920,18.0,220528.82626924283,158
921,17.0,32039.870080120494,343
922,13.0,70.74209810603898,46
923,18.0,19.202515017615127,199
924,15.0,27.27711474999562,68
925,0.5,3061563.4206248713,105
926,17.5,306530.4935302873,191
927,18.0,36.56541817289789,212
928,7.5,297507.6894174385,355
929,18.0,3552949.069908631,98
930,18.0,28.869069957261157,157
932,18.0,27.905800001856555,62
933,15.0,750945.1578625243,498
934,18.0,75305.38287299781,388
935,38.0,151669.3443260567,88
936,21.0,1209611.6700392896,348
937,18.0,32.87317379803106,31
938,18.0,1346.2649532403789,165
939,22.0,35.70926509303666,130
942,54.5,3180919.4112425717,81
943,25.0,77.12684089716666,45
944,20.0,57.2477176278809,163
945,23.5,53.49758135595945,33
947,18.0,569316.1008602424,517
948,18.0,9463.682172720872,369
949,18.0,26.078124685368458,55
951,18.0,50.30129961474436,157
952,18.0,2189368.960601298,189
953,16.0,151.80415720262732,126
954,18.0,4070.3115240989887,338
955,18.0,38.71754738938689,108
956,18.0,225624.4234788575,328
957,18.0,39.27511355823135,158
958,21.0,1117735.4686055037,96
959,19.0,59.994452799144135,128
960,18.0,22.79806505157386,50
961,18.0,467605.23092146055,51
962,18.0,230436.03748712857,424
963,9.0,19.824402012740745,78
964,11.5,475.98757447293895,77
965,18.0,26.848277633726898,165
966,18.0,21.206512510064123,91
967,18.0,19.03304144551434,61
969,18.0,199998.66429009955,549
970,18.0,30.535053587732804,223
971,18.0,26.951272832028472,35
972,18.0,51108.82138479704,217
973,18.0,44.80837940267482,60
974,18.0,59904.499572685956,404
975,18.0,25.8047166603402,55
976,18.0,137.6509339805104,240
977,50.0,114.70212085159058,44
978,39.0,933517.1199210288,74
979,15.0,53738.85857505815,135
980,12.0,207458.67805901036,227
981,18.0,42.99672545671356,51
982,18.0,77.33345861845564,78
983,19.0,234527.1174037187,694
984,18.0,36.286497719754585,146
986,37.0,654744.5304244625,176
987,18.0,211418.16734512974,73
988,18.0,482.52192747289524,44
989,18.0,236576.81487471066,102
990,18.0,45194.873830247954,60
991,63.0,302.54803291745634,31
992,128.0,1044079.7437147825,58
993,18.0,9040.359642671114,39
994,15.0,6334.599777400602,49
995,17.0,761397.0966433355,296
996,41.0,676198.0012355786,30
997,18.0,12702.175194933348,135
